fixture_id,league,league_ru,season,date,home_team,away_team,home_goals,away_goals,result,b365_home,b365_draw,b365_away,bw_home,bw_draw,bw_away,iw_home,iw_draw,iw_away,ps_home,ps_draw,ps_away,wh_home,wh_draw,wh_away,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
fd__02/11/2024_Bournemouth_Man City,E0,Английская Премьер-лига,2024,02/11/2024,Bournemouth,Man City,2,1,H,5.5,4.2,1.57,5.25,4.5,1.57,0.0,0.0,0.0,5.29,4.48,1.6,5.5,4.33,1.6,12,18,6,4,11,6,3,10,2,1,0,0
fd__02/11/2024_Ipswich_Leicester,E0,Английская Премьер-лига,2024,02/11/2024,Ipswich,Leicester,1,1,D,2.25,3.5,3.1,2.25,3.5,3.1,0.0,0.0,0.0,2.28,3.63,3.13,2.25,3.6,3.1,14,20,2,6,11,10,4,6,4,2,1,0
fd__02/11/2024_Liverpool_Brighton,E0,Английская Премьер-лига,2024,02/11/2024,Liverpool,Brighton,2,1,H,1.4,5.0,7.5,1.41,5.25,6.75,0.0,0.0,0.0,1.39,5.54,7.11,1.4,5.0,7.5,16,13,8,5,10,18,10,7,1,1,0,0
fd__02/11/2024_Nott'm Forest_West Ham,E0,Английская Премьер-лига,2024,02/11/2024,Nott'm Forest,West Ham,3,0,H,2.15,3.5,3.4,2.15,3.5,3.3,0.0,0.0,0.0,2.15,3.51,3.53,2.15,3.5,3.4,19,4,6,2,7,9,11,6,1,2,0,1
fd__02/11/2024_Southampton_Everton,E0,Английская Премьер-лига,2024,02/11/2024,Southampton,Everton,1,0,H,2.63,3.4,2.63,2.55,3.5,2.65,0.0,0.0,0.0,2.7,3.45,2.69,2.62,3.5,2.62,9,16,2,5,14,18,3,6,4,2,0,0
fd__02/11/2024_Wolves_Crystal Palace,E0,Английская Премьер-лига,2024,02/11/2024,Wolves,Crystal Palace,2,2,D,2.5,3.4,2.88,2.55,3.4,2.75,0.0,0.0,0.0,2.55,3.34,2.92,2.5,3.5,2.8,11,19,6,7,7,9,3,6,1,2,0,0
fd__03/11/2024_Tottenham_Aston Villa,E0,Английская Премьер-лига,2024,03/11/2024,Tottenham,Aston Villa,4,1,H,1.91,4.0,3.6,1.88,4.0,3.7,0.0,0.0,0.0,1.97,4.07,3.55,1.91,4.0,3.7,16,12,6,1,14,14,6,4,2,0,0,0
fd__03/11/2024_Man United_Chelsea,E0,Английская Премьер-лига,2024,03/11/2024,Man United,Chelsea,1,1,D,2.6,3.5,2.6,2.55,3.8,2.55,0.0,0.0,0.0,2.61,3.81,2.58,2.6,3.8,2.5,11,12,4,3,19,14,4,8,6,2,0,0
fd__04/11/2024_Fulham_Brentford,E0,Английская Премьер-лига,2024,04/11/2024,Fulham,Brentford,2,1,H,2.0,3.7,3.5,2.05,3.6,3.5,0.0,0.0,0.0,2.04,3.73,3.61,2.05,3.7,3.5,26,5,12,2,3,10,11,3,2,1,0,0
fd__09/11/2024_Brentford_Bournemouth,E0,Английская Премьер-лига,2024,09/11/2024,Brentford,Bournemouth,3,2,H,2.5,3.5,2.7,2.4,3.6,2.8,0.0,0.0,0.0,2.59,3.56,2.73,2.5,3.5,2.75,12,15,6,3,8,16,6,4,2,4,0,0
fd__09/11/2024_Crystal Palace_Fulham,E0,Английская Премьер-лига,2024,09/11/2024,Crystal Palace,Fulham,0,2,A,2.7,3.5,2.55,2.6,3.4,2.7,0.0,0.0,0.0,2.79,3.44,2.6,2.7,3.4,2.62,13,17,5,7,10,11,1,8,1,1,1,0
fd__09/11/2024_West Ham_Everton,E0,Английская Премьер-лига,2024,09/11/2024,West Ham,Everton,0,0,D,2.15,3.4,3.4,2.15,3.4,3.4,0.0,0.0,0.0,2.2,3.55,3.37,2.15,3.5,3.4,11,18,6,4,10,9,7,6,1,2,0,0
fd__09/11/2024_Wolves_Southampton,E0,Английская Премьер-лига,2024,09/11/2024,Wolves,Southampton,2,0,H,1.91,3.75,3.75,1.95,3.7,3.7,0.0,0.0,0.0,1.99,3.84,3.7,1.95,3.75,3.7,8,9,4,0,14,12,1,9,1,4,0,0
fd__09/11/2024_Brighton_Man City,E0,Английская Премьер-лига,2024,09/11/2024,Brighton,Man City,2,1,H,4.1,4.2,1.73,4.33,4.0,1.77,0.0,0.0,0.0,4.49,4.18,1.74,4.4,4.0,1.75,10,15,4,6,12,10,0,4,3,3,0,0
fd__09/11/2024_Liverpool_Aston Villa,E0,Английская Премьер-лига,2024,09/11/2024,Liverpool,Aston Villa,2,0,H,1.42,5.25,6.5,1.44,5.0,6.25,0.0,0.0,0.0,1.42,5.45,6.7,1.44,4.8,7.0,14,12,5,2,11,15,2,9,0,3,0,0
fd__10/11/2024_Man United_Leicester,E0,Английская Премьер-лига,2024,10/11/2024,Man United,Leicester,3,0,H,1.38,5.5,6.5,1.38,5.25,7.5,0.0,0.0,0.0,1.39,5.34,7.62,1.4,5.0,7.5,13,6,3,5,9,5,1,5,0,1,0,0
fd__10/11/2024_Nott'm Forest_Newcastle,E0,Английская Премьер-лига,2024,10/11/2024,Nott'm Forest,Newcastle,1,3,A,2.7,3.3,2.7,2.7,3.3,2.65,0.0,0.0,0.0,2.71,3.29,2.78,2.62,3.4,2.7,9,17,3,6,13,6,4,5,1,1,0,0
fd__10/11/2024_Tottenham_Ipswich,E0,Английская Премьер-лига,2024,10/11/2024,Tottenham,Ipswich,1,2,A,1.25,6.5,9.0,1.26,6.75,10.0,0.0,0.0,0.0,1.25,6.95,9.87,1.25,6.5,11.0,17,8,5,3,10,19,12,2,1,5,0,0
fd__10/11/2024_Chelsea_Arsenal,E0,Английская Премьер-лига,2024,10/11/2024,Chelsea,Arsenal,1,1,D,2.7,3.4,2.55,2.8,3.5,2.45,0.0,0.0,0.0,2.75,3.53,2.59,2.75,3.5,2.5,17,13,3,3,12,12,4,3,4,2,0,0
fd__23/11/2024_Leicester_Chelsea,E0,Английская Премьер-лига,2024,23/11/2024,Leicester,Chelsea,1,2,A,6.5,4.75,1.44,6.5,4.8,1.46,0.0,0.0,0.0,7.05,4.78,1.46,7.0,4.6,1.44,4,16,1,7,15,12,2,9,4,3,0,0
fd__23/11/2024_Arsenal_Nott'm Forest,E0,Английская Премьер-лига,2024,23/11/2024,Arsenal,Nott'm Forest,3,0,H,1.38,4.75,9.0,1.37,5.0,8.75,0.0,0.0,0.0,1.38,5.03,8.73,1.4,4.6,9.5,19,7,7,0,10,1,8,1,3,2,0,0
fd__23/11/2024_Aston Villa_Crystal Palace,E0,Английская Премьер-лига,2024,23/11/2024,Aston Villa,Crystal Palace,2,2,D,1.62,4.0,5.5,1.62,4.2,5.25,0.0,0.0,0.0,1.63,4.06,5.59,1.62,4.2,5.5,17,13,5,6,10,11,10,1,3,2,0,0
fd__23/11/2024_Bournemouth_Brighton,E0,Английская Премьер-лига,2024,23/11/2024,Bournemouth,Brighton,1,2,A,2.4,3.6,2.8,2.35,3.6,2.87,0.0,0.0,0.0,2.42,3.62,2.91,2.45,3.6,2.8,19,6,5,4,13,10,7,0,2,2,0,1
fd__23/11/2024_Everton_Brentford,E0,Английская Премьер-лига,2024,23/11/2024,Everton,Brentford,0,0,D,2.45,3.4,2.88,2.4,3.4,2.95,0.0,0.0,0.0,2.5,3.38,2.97,2.4,3.4,3.0,27,9,5,2,8,10,10,4,0,0,0,1
fd__23/11/2024_Fulham_Wolves,E0,Английская Премьер-лига,2024,23/11/2024,Fulham,Wolves,1,4,A,1.62,4.0,5.25,1.66,4.0,5.0,0.0,0.0,0.0,1.64,4.11,5.43,1.67,4.0,5.0,10,10,3,5,14,14,7,2,3,0,0,0
fd__23/11/2024_Man City_Tottenham,E0,Английская Премьер-лига,2024,23/11/2024,Man City,Tottenham,0,4,A,1.48,4.75,6.0,1.51,4.8,5.5,0.0,0.0,0.0,1.48,4.98,6.13,1.5,5.0,5.8,23,9,5,7,19,9,9,3,4,2,0,0
fd__24/11/2024_Southampton_Liverpool,E0,Английская Премьер-лига,2024,24/11/2024,Southampton,Liverpool,2,3,A,11.0,5.75,1.27,10.0,6.25,1.28,0.0,0.0,0.0,10.83,5.79,1.28,10.0,5.8,1.29,7,27,5,11,11,9,3,10,3,4,0,0
fd__24/11/2024_Ipswich_Man United,E0,Английская Премьер-лига,2024,24/11/2024,Ipswich,Man United,1,1,D,5.25,4.0,1.62,4.8,4.2,1.65,0.0,0.0,0.0,5.24,4.25,1.64,5.0,4.2,1.65,11,11,6,4,11,10,4,3,0,0,0,0
fd__25/11/2024_Newcastle_West Ham,E0,Английская Премьер-лига,2024,25/11/2024,Newcastle,West Ham,0,2,A,1.5,4.5,6.0,1.51,4.5,6.0,0.0,0.0,0.0,1.5,4.58,6.49,1.53,4.4,6.0,18,15,2,6,11,8,8,3,1,0,0,0
fd__29/11/2024_Brighton_Southampton,E0,Английская Премьер-лига,2024,29/11/2024,Brighton,Southampton,1,1,D,1.38,5.0,7.5,1.38,5.25,7.5,0.0,0.0,0.0,1.39,5.33,7.66,1.4,5.0,7.5,22,10,5,2,20,16,7,6,2,4,0,0
fd__30/11/2024_Brentford_Leicester,E0,Английская Премьер-лига,2024,30/11/2024,Brentford,Leicester,4,1,H,1.65,4.2,4.75,1.68,4.1,4.6,0.0,0.0,0.0,1.65,4.33,4.98,1.65,4.2,4.8,13,7,6,3,9,10,5,4,1,1,0,0
fd__30/11/2024_Crystal Palace_Newcastle,E0,Английская Премьер-лига,2024,30/11/2024,Crystal Palace,Newcastle,1,1,D,2.9,3.6,2.3,2.95,3.5,2.35,0.0,0.0,0.0,3.16,3.52,2.31,3.0,3.5,2.3,16,1,4,0,12,11,8,9,3,3,0,0
fd__30/11/2024_Nott'm Forest_Ipswich,E0,Английская Премьер-лига,2024,30/11/2024,Nott'm Forest,Ipswich,1,0,H,1.7,3.8,4.75,1.73,3.8,4.75,0.0,0.0,0.0,1.78,3.75,4.85,1.73,3.75,4.8,12,7,5,3,5,16,8,7,1,3,0,0
fd__30/11/2024_Wolves_Bournemouth,E0,Английская Премьер-лига,2024,30/11/2024,Wolves,Bournemouth,2,4,A,2.8,3.6,2.4,2.65,3.6,2.5,0.0,0.0,0.0,2.86,3.6,2.46,2.8,3.6,2.4,10,12,3,8,13,11,3,4,4,1,0,0
fd__30/11/2024_West Ham_Arsenal,E0,Английская Премьер-лига,2024,30/11/2024,West Ham,Arsenal,2,5,A,7.0,4.5,1.45,6.5,4.5,1.49,0.0,0.0,0.0,7.07,4.76,1.46,7.5,4.5,1.44,12,16,5,7,10,13,2,10,4,1,0,0
fd__01/12/2024_Chelsea_Aston Villa,E0,Английская Премьер-лига,2024,01/12/2024,Chelsea,Aston Villa,3,0,H,1.7,4.1,4.5,1.75,4.1,4.33,0.0,0.0,0.0,1.7,4.3,4.6,1.73,4.2,4.4,17,10,8,4,21,6,3,4,2,2,0,0
fd__01/12/2024_Man United_Everton,E0,Английская Премьер-лига,2024,01/12/2024,Man United,Everton,4,0,H,1.53,4.2,6.0,1.51,4.5,6.25,0.0,0.0,0.0,1.55,4.36,6.17,1.53,4.33,6.0,11,8,5,2,12,12,2,2,2,3,0,0
fd__01/12/2024_Tottenham_Fulham,E0,Английская Премьер-лига,2024,01/12/2024,Tottenham,Fulham,1,1,D,1.7,4.5,4.1,1.7,4.33,4.33,0.0,0.0,0.0,1.75,4.35,4.28,1.73,4.2,4.33,8,14,3,6,4,14,7,11,0,1,0,1
fd__01/12/2024_Liverpool_Man City,E0,Английская Премьер-лига,2024,01/12/2024,Liverpool,Man City,2,0,H,2.1,3.6,3.3,2.1,3.75,3.25,0.0,0.0,0.0,2.08,3.76,3.48,2.1,3.6,3.4,18,8,7,2,9,8,7,4,1,3,0,0
fd__03/12/2024_Ipswich_Crystal Palace,E0,Английская Премьер-лига,2024,03/12/2024,Ipswich,Crystal Palace,0,1,A,3.0,3.4,2.35,3.0,3.3,2.4,0.0,0.0,0.0,3.15,3.41,2.39,3.1,3.3,2.38,9,13,2,3,14,13,4,7,2,4,0,0
fd__03/12/2024_Leicester_West Ham,E0,Английская Премьер-лига,2024,03/12/2024,Leicester,West Ham,3,1,H,2.9,3.4,2.38,2.9,3.4,2.45,0.0,0.0,0.0,2.95,3.43,2.52,2.88,3.5,2.4,8,31,6,10,9,7,3,9,2,2,0,0
fd__04/12/2024_Everton_Wolves,E0,Английская Премьер-лига,2024,04/12/2024,Everton,Wolves,4,0,H,2.1,3.4,3.5,2.1,3.5,3.4,0.0,0.0,0.0,2.16,3.4,3.62,2.1,3.5,3.5,13,6,4,2,10,8,3,4,2,0,0,0
fd__04/12/2024_Man City_Nott'm Forest,E0,Английская Премьер-лига,2024,04/12/2024,Man City,Nott'm Forest,3,0,H,1.36,4.75,9.0,1.37,5.25,8.0,0.0,0.0,0.0,1.36,5.41,8.26,1.36,5.0,8.5,17,12,7,3,7,15,8,2,2,4,0,0
fd__04/12/2024_Newcastle_Liverpool,E0,Английская Премьер-лига,2024,04/12/2024,Newcastle,Liverpool,3,3,D,4.2,4.0,1.75,4.2,4.0,1.78,0.0,0.0,0.0,4.29,4.04,1.8,4.33,4.0,1.75,17,16,6,5,9,17,5,6,2,5,0,0
fd__04/12/2024_Southampton_Chelsea,E0,Английская Премьер-лига,2024,04/12/2024,Southampton,Chelsea,1,5,A,8.5,5.25,1.33,8.0,5.5,1.35,0.0,0.0,0.0,8.92,5.79,1.33,8.0,5.5,1.35,6,26,4,13,7,14,5,7,1,0,1,0
fd__04/12/2024_Arsenal_Man United,E0,Английская Премьер-лига,2024,04/12/2024,Arsenal,Man United,2,0,H,1.44,4.5,7.0,1.47,4.6,6.5,0.0,0.0,0.0,1.45,4.87,7.03,1.44,4.6,7.0,14,5,6,2,12,8,13,0,1,3,0,0
fd__04/12/2024_Aston Villa_Brentford,E0,Английская Премьер-лига,2024,04/12/2024,Aston Villa,Brentford,3,1,H,1.8,3.75,4.33,1.78,4.0,4.2,0.0,0.0,0.0,1.8,3.91,4.44,1.8,4.0,4.2,20,9,10,1,11,15,10,5,2,2,0,0
fd__05/12/2024_Fulham_Brighton,E0,Английская Премьер-лига,2024,05/12/2024,Fulham,Brighton,3,1,H,2.35,3.6,2.88,2.3,3.6,2.9,0.0,0.0,0.0,2.37,3.69,2.94,2.3,3.7,2.9,6,13,2,3,7,8,5,6,2,2,0,0
fd__05/12/2024_Bournemouth_Tottenham,E0,Английская Премьер-лига,2024,05/12/2024,Bournemouth,Tottenham,1,0,H,2.63,3.75,2.45,2.7,3.9,2.37,0.0,0.0,0.0,2.67,3.92,2.47,2.62,3.9,2.4,21,12,8,4,15,8,5,9,2,2,0,0
fd__07/12/2024_Aston Villa_Southampton,E0,Английская Премьер-лига,2024,07/12/2024,Aston Villa,Southampton,1,0,H,1.36,5.5,7.0,1.37,5.25,7.75,0.0,0.0,0.0,1.37,5.48,7.77,1.36,5.0,8.0,18,4,5,0,18,15,14,1,1,3,0,0
fd__07/12/2024_Brentford_Newcastle,E0,Английская Премьер-лига,2024,07/12/2024,Brentford,Newcastle,4,2,H,2.88,3.75,2.3,2.8,3.7,2.37,0.0,0.0,0.0,2.88,3.75,2.38,2.88,3.6,2.38,11,16,8,3,10,7,3,4,3,0,0,0
fd__07/12/2024_Crystal Palace_Man City,E0,Английская Премьер-лига,2024,07/12/2024,Crystal Palace,Man City,2,2,D,5.5,4.2,1.57,5.5,4.33,1.58,0.0,0.0,0.0,5.38,4.39,1.6,5.5,4.2,1.6,12,12,3,4,4,10,6,8,1,0,0,1
fd__07/12/2024_Man United_Nott'm Forest,E0,Английская Премьер-лига,2024,07/12/2024,Man United,Nott'm Forest,2,3,A,1.65,3.9,5.25,1.66,4.0,5.0,0.0,0.0,0.0,1.68,4.05,5.18,1.67,4.0,5.0,17,11,7,3,10,13,5,3,0,2,0,0
fd__08/12/2024_Fulham_Arsenal,E0,Английская Премьер-лига,2024,08/12/2024,Fulham,Arsenal,1,1,D,5.0,4.33,1.6,5.5,4.2,1.6,0.0,0.0,0.0,5.33,4.22,1.63,5.5,4.2,1.6,2,12,2,4,10,9,0,6,4,2,0,0
fd__08/12/2024_Ipswich_Bournemouth,E0,Английская Премьер-лига,2024,08/12/2024,Ipswich,Bournemouth,1,2,A,3.5,3.75,2.0,3.4,3.6,2.05,0.0,0.0,0.0,3.68,3.76,2.01,3.5,3.7,2.05,18,22,5,6,9,13,6,13,2,1,0,0
fd__08/12/2024_Leicester_Brighton,E0,Английская Премьер-лига,2024,08/12/2024,Leicester,Brighton,2,2,D,4.5,3.8,1.73,4.5,4.1,1.71,0.0,0.0,0.0,4.69,4.07,1.73,4.33,4.0,1.75,10,16,3,7,9,10,5,5,1,2,0,0
fd__08/12/2024_Tottenham_Chelsea,E0,Английская Премьер-лига,2024,08/12/2024,Tottenham,Chelsea,3,4,A,3.4,3.9,2.0,3.1,4.0,2.1,0.0,0.0,0.0,3.23,4.13,2.07,3.1,4.0,2.1,13,17,5,8,17,11,5,10,2,2,0,0
fd__09/12/2024_West Ham_Wolves,E0,Английская Премьер-лига,2024,09/12/2024,West Ham,Wolves,2,1,H,1.9,3.9,3.75,1.93,3.75,3.75,0.0,0.0,0.0,1.95,3.88,3.76,1.91,3.8,3.8,19,19,4,5,12,17,11,0,5,4,0,0
fd__14/12/2024_Arsenal_Everton,E0,Английская Премьер-лига,2024,14/12/2024,Arsenal,Everton,0,0,D,1.22,6.5,12.0,1.24,6.5,12.5,0.0,0.0,0.0,1.23,6.63,12.95,1.25,5.8,13.0,13,2,5,0,6,9,8,2,0,3,0,0
fd__14/12/2024_Liverpool_Fulham,E0,Английская Премьер-лига,2024,14/12/2024,Liverpool,Fulham,2,2,D,1.33,5.5,8.0,1.31,5.75,9.25,0.0,0.0,0.0,1.32,6.04,8.88,1.33,5.5,8.5,16,12,4,3,10,7,5,4,3,4,1,0
fd__14/12/2024_Newcastle_Leicester,E0,Английская Премьер-лига,2024,14/12/2024,Newcastle,Leicester,4,0,H,1.3,6.0,8.5,1.33,5.5,9.0,0.0,0.0,0.0,1.3,6.02,8.95,1.3,5.8,9.0,27,4,11,1,7,16,5,2,3,3,0,0
fd__14/12/2024_Wolves_Ipswich,E0,Английская Премьер-лига,2024,14/12/2024,Wolves,Ipswich,1,2,A,1.9,3.8,3.8,1.88,3.8,3.9,0.0,0.0,0.0,1.91,3.91,3.93,1.85,3.8,3.8,16,10,6,5,13,9,7,3,0,2,1,0
fd__14/12/2024_Nott'm Forest_Aston Villa,E0,Английская Премьер-лига,2024,14/12/2024,Nott'm Forest,Aston Villa,2,1,H,2.63,3.3,2.7,2.6,3.4,2.65,0.0,0.0,0.0,2.67,3.38,2.76,2.62,3.4,2.62,17,8,6,2,12,6,4,3,0,1,0,0
fd__15/12/2024_Brighton_Crystal Palace,E0,Английская Премьер-лига,2024,15/12/2024,Brighton,Crystal Palace,1,3,A,1.85,3.8,3.9,1.87,3.8,3.9,0.0,0.0,0.0,1.9,3.89,3.97,1.91,3.75,3.8,17,13,5,5,11,15,8,5,1,4,0,0
fd__15/12/2024_Man City_Man United,E0,Английская Премьер-лига,2024,15/12/2024,Man City,Man United,1,2,A,1.57,4.5,5.0,1.55,4.6,5.25,0.0,0.0,0.0,1.6,4.65,5.07,1.6,4.4,5.0,10,10,3,3,5,14,8,2,1,1,0,0
fd__15/12/2024_Chelsea_Brentford,E0,Английская Премьер-лига,2024,15/12/2024,Chelsea,Brentford,2,1,H,1.33,6.0,7.5,1.34,6.0,7.75,0.0,0.0,0.0,1.33,6.05,8.44,1.36,5.5,7.5,26,9,8,4,11,7,8,5,0,2,1,0
fd__15/12/2024_Southampton_Tottenham,E0,Английская Премьер-лига,2024,15/12/2024,Southampton,Tottenham,0,5,A,4.33,4.5,1.67,4.2,4.33,1.72,0.0,0.0,0.0,4.47,4.51,1.69,4.0,4.4,1.73,9,18,3,9,8,15,2,5,1,3,0,0
fd__16/12/2024_Bournemouth_West Ham,E0,Английская Премьер-лига,2024,16/12/2024,Bournemouth,West Ham,1,1,D,1.7,4.0,4.75,1.71,4.2,4.4,0.0,0.0,0.0,1.72,4.27,4.49,1.73,4.0,4.2,29,16,9,3,6,11,12,6,0,2,0,0
fd__21/12/2024_Aston Villa_Man City,E0,Английская Премьер-лига,2024,21/12/2024,Aston Villa,Man City,2,1,H,3.25,3.7,2.1,3.25,3.75,2.1,0.0,0.0,0.0,3.3,3.79,2.14,3.3,3.6,2.1,11,12,6,6,14,7,5,4,3,3,0,0
fd__21/12/2024_Brentford_Nott'm Forest,E0,Английская Премьер-лига,2024,21/12/2024,Brentford,Nott'm Forest,0,2,A,2.3,3.6,2.9,2.25,3.5,3.0,0.0,0.0,0.0,2.39,3.47,3.07,2.3,3.5,3.0,7,10,3,6,9,14,9,5,3,4,0,0
fd__21/12/2024_Ipswich_Newcastle,E0,Английская Премьер-лига,2024,21/12/2024,Ipswich,Newcastle,0,4,A,4.75,3.75,1.73,4.5,4.0,1.73,0.0,0.0,0.0,4.69,4.02,1.74,4.5,3.8,1.75,10,15,2,7,9,7,2,1,2,0,0,0
fd__21/12/2024_West Ham_Brighton,E0,Английская Премьер-лига,2024,21/12/2024,West Ham,Brighton,1,1,D,2.88,3.7,2.35,2.85,3.7,2.35,0.0,0.0,0.0,2.8,3.83,2.41,2.8,3.6,2.38,11,12,4,6,14,20,8,4,2,2,0,0
fd__21/12/2024_Crystal Palace_Arsenal,E0,Английская Премьер-лига,2024,21/12/2024,Crystal Palace,Arsenal,1,5,A,6.25,4.2,1.55,5.75,4.1,1.58,0.0,0.0,0.0,6.75,4.17,1.54,6.0,4.0,1.57,15,14,6,6,9,8,3,3,2,2,0,0
fd__22/12/2024_Everton_Chelsea,E0,Английская Премьер-лига,2024,22/12/2024,Everton,Chelsea,0,0,D,5.0,4.2,1.62,5.25,4.1,1.63,0.0,0.0,0.0,5.48,4.09,1.64,5.0,4.0,1.62,5,12,4,5,20,12,2,5,4,1,0,0
fd__22/12/2024_Fulham_Southampton,E0,Английская Премьер-лига,2024,22/12/2024,Fulham,Southampton,0,0,D,1.42,4.75,7.0,1.43,5.0,6.75,0.0,0.0,0.0,1.42,5.06,7.35,1.4,4.8,7.0,16,5,5,1,8,15,6,5,1,3,0,0
fd__22/12/2024_Leicester_Wolves,E0,Английская Премьер-лига,2024,22/12/2024,Leicester,Wolves,0,3,A,2.55,3.4,2.7,2.45,3.6,2.7,0.0,0.0,0.0,2.63,3.58,2.68,2.5,3.5,2.62,9,8,5,4,15,16,6,1,2,0,0,0
fd__22/12/2024_Man United_Bournemouth,E0,Английская Премьер-лига,2024,22/12/2024,Man United,Bournemouth,0,3,A,1.8,3.8,4.2,1.83,3.9,4.0,0.0,0.0,0.0,1.86,3.87,4.16,1.85,3.8,3.9,23,10,7,5,11,11,13,1,1,3,0,0
fd__22/12/2024_Tottenham_Liverpool,E0,Английская Премьер-лига,2024,22/12/2024,Tottenham,Liverpool,3,6,A,4.5,4.0,1.73,4.1,4.33,1.75,0.0,0.0,0.0,4.47,4.37,1.71,4.2,4.33,1.73,9,24,5,12,7,9,7,5,1,2,0,0
fd__26/12/2024_Man City_Everton,E0,Английская Премьер-лига,2024,26/12/2024,Man City,Everton,1,1,D,1.33,5.5,7.5,1.35,5.5,8.25,0.0,0.0,0.0,1.34,5.73,8.52,1.35,5.0,8.5,24,8,5,3,5,10,8,5,1,4,0,0
fd__26/12/2024_Bournemouth_Crystal Palace,E0,Английская Премьер-лига,2024,26/12/2024,Bournemouth,Crystal Palace,0,0,D,1.9,3.8,3.8,1.9,3.7,3.9,0.0,0.0,0.0,1.92,3.85,3.94,1.91,3.6,3.7,18,10,4,4,13,12,5,2,2,2,0,0
fd__26/12/2024_Chelsea_Fulham,E0,Английская Премьер-лига,2024,26/12/2024,Chelsea,Fulham,1,2,A,1.48,4.75,6.0,1.49,4.8,6.0,0.0,0.0,0.0,1.47,4.98,6.32,1.5,4.75,5.8,12,14,8,7,13,13,3,1,1,3,0,0
fd__26/12/2024_Newcastle_Aston Villa,E0,Английская Премьер-лига,2024,26/12/2024,Newcastle,Aston Villa,3,0,H,1.91,3.8,3.75,1.9,3.9,3.75,0.0,0.0,0.0,1.94,4.02,3.69,1.91,3.8,3.6,22,4,8,1,15,10,9,6,2,1,0,1
fd__26/12/2024_Nott'm Forest_Tottenham,E0,Английская Премьер-лига,2024,26/12/2024,Nott'm Forest,Tottenham,1,0,H,2.3,3.75,2.88,2.35,3.8,2.75,0.0,0.0,0.0,2.37,3.81,2.87,2.38,3.6,2.8,10,13,3,4,12,13,2,7,3,2,0,1
fd__26/12/2024_Southampton_West Ham,E0,Английская Премьер-лига,2024,26/12/2024,Southampton,West Ham,0,1,A,3.25,3.5,2.2,3.25,3.7,2.15,0.0,0.0,0.0,3.28,3.62,2.21,3.3,3.4,2.15,18,16,5,2,15,8,2,2,1,2,0,0
fd__26/12/2024_Wolves_Man United,E0,Английская Премьер-лига,2024,26/12/2024,Wolves,Man United,2,0,H,3.9,3.7,1.91,3.7,3.7,1.95,0.0,0.0,0.0,3.95,3.74,1.94,3.6,3.6,1.95,7,11,4,4,12,12,4,4,2,2,0,1
fd__26/12/2024_Liverpool_Leicester,E0,Английская Премьер-лига,2024,26/12/2024,Liverpool,Leicester,3,1,H,1.08,12.0,23.0,1.09,13.0,23.0,0.0,0.0,0.0,1.08,13.84,24.96,1.08,12.0,26.0,19,4,7,1,17,5,14,1,3,2,0,0
fd__27/12/2024_Brighton_Brentford,E0,Английская Премьер-лига,2024,27/12/2024,Brighton,Brentford,0,0,D,1.62,4.33,4.75,1.63,4.4,4.75,0.0,0.0,0.0,1.64,4.54,4.96,1.65,4.2,4.8,24,8,7,3,6,12,5,3,0,2,0,0
fd__27/12/2024_Arsenal_Ipswich,E0,Английская Премьер-лига,2024,27/12/2024,Arsenal,Ipswich,1,0,H,1.14,9.0,15.0,1.16,8.5,16.5,0.0,0.0,0.0,1.15,8.67,20.05,1.17,7.5,15.0,13,3,5,0,7,12,5,1,1,1,0,0
fd__29/12/2024_Leicester_Man City,E0,Английская Премьер-лига,2024,29/12/2024,Leicester,Man City,0,2,A,7.5,5.5,1.36,8.0,5.75,1.34,0.0,0.0,0.0,8.42,5.9,1.33,7.5,5.0,1.36,11,14,4,5,11,6,4,4,2,1,0,0
fd__29/12/2024_Crystal Palace_Southampton,E0,Английская Премьер-лига,2024,29/12/2024,Crystal Palace,Southampton,2,1,H,1.57,3.9,5.5,1.6,4.2,5.5,0.0,0.0,0.0,1.64,4.13,5.4,1.6,4.0,5.0,19,7,10,3,18,19,8,7,2,3,0,0
fd__29/12/2024_Everton_Nott'm Forest,E0,Английская Премьер-лига,2024,29/12/2024,Everton,Nott'm Forest,0,2,A,2.6,3.2,2.8,2.6,3.2,2.8,0.0,0.0,0.0,2.69,3.18,2.88,2.62,3.1,2.8,13,11,2,7,13,10,5,4,4,1,0,0
fd__29/12/2024_Fulham_Bournemouth,E0,Английская Премьер-лига,2024,29/12/2024,Fulham,Bournemouth,2,2,D,2.3,3.6,2.88,2.35,3.6,2.9,0.0,0.0,0.0,2.37,3.59,3.0,2.4,3.6,2.8,11,16,6,9,7,16,1,7,1,3,0,0
fd__29/12/2024_Tottenham_Wolves,E0,Английская Премьер-лига,2024,29/12/2024,Tottenham,Wolves,2,2,D,1.6,5.0,4.2,1.6,4.8,4.6,0.0,0.0,0.0,1.63,4.91,4.57,1.62,4.6,4.5,13,11,3,3,9,10,5,5,1,2,0,0
fd__29/12/2024_West Ham_Liverpool,E0,Английская Премьер-лига,2024,29/12/2024,West Ham,Liverpool,0,5,A,7.0,5.0,1.4,7.0,5.25,1.41,0.0,0.0,0.0,7.32,5.34,1.4,6.5,5.0,1.4,7,22,0,13,7,10,3,6,0,0,0,0
